tag	artists	albums	tracks
happy	254	577	1593
love	252	402	848
dark	249	427	1191
melodic	232	412	1213
sad	196	341	672
relaxing	195	372	1146
energetic	182	376	1019
epic	182	365	963
dream	160	271	621
emotional	143	256	697
romantic	142	287	552
film	135	301	1011
space	132	203	503
meditative	128	252	742
uplifting	112	258	693
ballad	112	174	334
calm	105	207	457
soft	103	192	465
slow	103	159	437
fun	99	160	480
christmas	95	195	616
dreamy	90	158	360
upbeat	88	174	444
positive	88	233	539
deep	87	134	635
dramatic	87	177	317
melancholic	84	132	198
adventure	83	191	448
soundscape	81	145	480
inspiring	78	226	521
summer	77	116	505
powerful	76	127	238
party	74	112	266
advertising	74	236	673
children	74	158	344
action	73	163	407
background	73	165	496
motivational	72	211	513
emotion	71	205	579
movie	71	129	413
nature	70	127	259
drama	70	168	424
cool	68	111	251
funny	67	98	203
filmmusic	67	102	430
horror	66	81	158
documentary	66	200	612
fast	65	80	119
groovy	64	90	194
ambiental	64	111	460
commercial	62	199	428
corporate	62	218	609
travel	62	110	171
energic	60	83	197
energy	57	86	157
mellow	55	76	154
retro	54	73	213
lovesong	54	58	80
melancholy	53	86	166
sexy	53	67	122
game	53	84	261
inspirational	51	154	369
heavy	51	60	156
holiday	50	72	176
hopeful	49	91	158
melancolic	48	56	82
relaxed	47	61	107
beautiful	47	97	258
comedy	46	120	297
sadness	46	59	86
trailer	44	96	222
dancefloor	44	55	117
mysterious	44	75	133
sentimental	44	78	154
light	43	59	135
sport	43	90	228
bright	43	77	172
peaceful	43	72	181
night	43	61	99
filmscore	43	66	268
life	42	54	80
fantasy	42	66	161
western	42	51	99
nostalgic	42	74	178
romance	42	54	99
sea	41	53	90
dancing	41	52	68
strange	40	72	111
videogame	40	76	152
driving	39	57	139
folkrock	38	53	210
hope	38	45	60
urban	38	48	107
beach	38	47	65
spiritual	37	56	125
sweet	37	63	179
fashion	37	71	177
indian	37	43	90
optimistic	37	97	214
quiet	36	59	166
cheerful	36	60	95
war	36	42	81
scifi	36	59	196
soulful	36	45	90
winter	35	39	62
arabic	35	41	65
thoughtful	34	53	168
joyful	33	55	80
playful	32	98	519
angry	32	36	68
suspense	32	46	108
tension	32	61	92
happiness	31	58	112
motivation	31	48	90
scary	31	51	87
oldschool	30	41	91
warm	30	39	66
catchy	29	54	131
bouncy	29	45	76
chilled	29	41	63
rain	29	35	40
lullaby	28	33	88
trippy	28	38	82
aggressive	28	33	56
humor	28	38	79
water	28	31	43
sports	27	38	81
weird	27	36	63
traditional	27	38	66
hypnotic	27	38	72
battle	26	39	56
future	26	33	68
jingle	25	36	71
magic	24	37	59
poetry	24	29	73
dynamic	24	46	128
cinema	24	27	43
entertainment	24	91	279
africa	24	28	29
halloween	24	50	101
thriller	24	30	65
wedding	23	32	48
abstract	23	29	72
crime	23	29	38
tv	23	30	56
drive	23	31	92
ocean	23	28	66
cosmic	23	26	60
brazil	23	29	102
reflective	23	48	145
heroic	23	43	99
strong	23	38	51
ethereal	23	26	35
sex	23	26	38
crazy	22	25	55
relaxation	22	28	75
mystery	22	30	55
irish	21	31	45
spacey	21	30	46
kids	20	54	132
child	20	22	39
clubbing	20	21	42
business	20	39	107
contemplative	19	24	40
relaxingmusic	19	25	41
cold	19	22	26
trailermusic	19	23	75
yoga	18	23	56
zen	18	32	96
tech	18	23	39
youtube	18	30	72
vintage	18	23	35
video	18	31	66
surf	18	23	58
history	17	28	56
social	17	19	44
lovemusic	17	17	20
tropical	17	19	82
india	17	18	20
joy	17	20	31
dirty	16	19	30
communication	16	42	143
news	16	24	75
france	16	21	134
political	16	19	37
psycho	15	16	17
xmas	15	24	45
loud	15	22	31
nice	15	16	32
laidback	15	22	54
japan	15	23	48
science	14	14	26
culture	14	33	48
epicmusic	14	14	58
festive	14	47	103
religious	14	19	47
motivate	14	23	46
computers	14	19	39
robot	13	17	32
society	13	45	95
berlin	12	12	61
darkness	12	14	22
health	11	16	25
freedom	11	11	15
planant	11	13	34
technology	11	23	41
violence	11	12	15
celebration	11	12	27
creative	10	12	30
sleepy	10	10	12
extreme	10	16	36
success	10	24	64
anxious	10	11	22
silly	10	11	13
presentation	9	17	36
sciencefiction	9	11	20
high	8	8	14
lazy	8	9	11
spy	7	11	21
festif	7	11	31
eclectic	7	9	45
gloomy	7	9	11
drunk	7	7	7
tribe	7	12	13
colombia	6	7	9
sensible	6	6	19
depressed	5	5	5
mexico	5	19	176
russia	5	5	10
poesia	5	5	10
pensive	5	7	8
silence	5	5	8
education	5	9	11
workout	4	5	9
silentfilm	4	4	9
chaos	4	4	12
argentina	3	3	4
excited	3	4	6
adult	3	4	5
animation	3	58	152
conscient	2	2	21
loved	2	2	2
discontent	2	2	3
north	2	15	281
busy	2	3	3
confused	2	2	3
determined	2	2	2
thankful	2	2	2
curious	2	2	3
productive	1	2	3
nervous	1	1	1
impressed	1	1	1
disappointed	1	1	1
guilty	1	1	1
awake	1	1	1
