tag	artists	albums	tracks
melodic	76	76	76
dark	70	70	70
energetic	69	69	69
love	64	64	64
film	62	62	62
relaxing	59	59	59
happy	54	54	54
epic	53	53	53
emotional	45	45	45
dream	41	41	41
sad	36	36	36
meditative	33	33	33
uplifting	32	32	32
melancholic	30	30	30
romantic	29	29	29
deep	28	28	28
ballad	27	27	27
soundscape	26	26	26
christmas	25	25	25
calm	24	24	24
inspiring	23	23	23
space	22	22	22
motivational	20	20	20
soft	20	20	20
background	18	18	18
children	16	16	16
fun	16	16	16
heavy	16	16	16
slow	16	16	16
summer	16	16	16
party	15	15	15
powerful	15	15	15
upbeat	15	15	15
documentary	14	14	14
dramatic	14	14	14
advertising	13	13	13
ambiental	13	13	13
commercial	13	13	13
corporate	13	13	13
horror	13	13	13
trailer	13	13	13
adventure	12	12	12
fast	12	12	12
groovy	12	12	12
movie	12	12	12
positive	12	12	12
sport	12	12	12
funny	11	11	11
retro	11	11	11
action	10	10	10
mellow	10	10	10
hopeful	9	9	9
sexy	9	9	9
cool	8	8	8
holiday	8	8	8
travel	8	8	8
game	7	7	7
drama	6	6	6
nature	4	4	4
