tag	artists	albums	tracks
electronic	1021	1021	1021
rock	580	580	580
pop	526	526	526
ambient	406	406	406
soundtrack	330	330	330
alternative	304	304	304
experimental	273	273	273
classical	247	247	247
easylistening	230	230	230
hiphop	178	178	178
indie	173	173	173
dance	165	165	165
chillout	145	145	145
poprock	142	142	142
jazz	138	138	138
metal	136	136	136
techno	135	135	135
house	132	132	132
folk	124	124	124
world	115	115	115
lounge	109	109	109
newage	109	109	109
popfolk	99	99	99
orchestral	95	95	95
funk	93	93	93
instrumentalpop	92	92	92
rap	87	87	87
trance	85	85	85
progressive	82	82	82
blues	81	81	81
atmospheric	76	76	76
punkrock	73	73	73
reggae	71	71	71
downtempo	61	61	61
triphop	60	60	60
instrumentalrock	55	55	55
electropop	52	52	52
singersongwriter	51	51	51
postrock	49	49	49
industrial	48	48	48
psychedelic	47	47	47
dubstep	44	44	44
hardrock	44	44	44
latin	44	44	44
minimal	44	44	44
club	40	40	40
fusion	40	40	40
rnb	40	40	40
drumnbass	36	36	36
synthpop	35	35	35
dub	33	33	33
symphonic	33	33	33
improvisation	30	30	30
darkambient	29	29	29
grunge	29	29	29
darkwave	28	28	28
disco	28	28	28
breakbeat	26	26	26
contemporary	26	26	26
country	26	26	26
ethno	26	26	26
rocknroll	25	25	25
alternativerock	24	24	24
soul	24	24	24
electronica	22	22	22
heavymetal	22	22	22
chanson	21	21	21
classicrock	21	21	21
deephouse	21	21	21
eurodance	21	21	21
idm	20	20	20
80s	19	19	19
hard	19	19	19
newwave	19	19	19
ska	19	19	19
celtic	18	18	18
gothic	17	17	17
acidjazz	15	15	15
90s	14	14	14
bluesrock	14	14	14
edm	14	14	14
ethnicrock	13	13	13
swing	13	13	13
bossanova	12	12	12
70s	11	11	11
groove	11	11	11
jazzfunk	11	11	11
tribal	11	11	11
60s	9	9	9
jazzfusion	9	9	9
medieval	9	9	9
worldfusion	9	9	9
african	8	8	8
oriental	7	7	7
choir	5	5	5
