TRACK_ID	ARTIST_ID	ALBUM_ID	PATH	DURATION	TAGS
track_0000382	artist_000020	album_000046	82/382.mp3	211.1	instrument---voice
track_0000383	artist_000020	album_000046	83/383.mp3	113.1	instrument---voice
track_0000384	artist_000020	album_000046	84/384.mp3	115.7	instrument---voice
track_0000386	artist_000020	album_000046	86/386.mp3	103.4	instrument---voice
track_0000387	artist_000020	album_000046	87/387.mp3	257.1	instrument---voice
track_0000388	artist_000020	album_000046	88/388.mp3	124.6	instrument---voice
track_0000389	artist_000020	album_000046	89/389.mp3	150.8	instrument---voice
track_0000390	artist_000020	album_000046	90/390.mp3	133.7	instrument---voice
track_0000391	artist_000020	album_000046	91/391.mp3	82.1	instrument---voice
track_0000392	artist_000020	album_000046	92/392.mp3	127.3	instrument---voice
track_0000393	artist_000020	album_000046	93/393.mp3	132.2	instrument---voice
track_0000394	artist_000020	album_000046	94/394.mp3	143.2	instrument---voice
track_0000395	artist_000020	album_000046	95/395.mp3	111.3	instrument---voice
track_0000946	artist_000087	album_000149	46/946.mp3	241.7	instrument---synthesizer
track_0000947	artist_000087	album_000149	47/947.mp3	182.4	instrument---synthesizer
track_0000948	artist_000087	album_000149	48/948.mp3	212.7	instrument---synthesizer
track_0000949	artist_000087	album_000149	49/949.mp3	211.1	instrument---synthesizer
track_0000950	artist_000087	album_000149	50/950.mp3	248.0	instrument---synthesizer
track_0000951	artist_000087	album_000149	51/951.mp3	199.7	instrument---synthesizer
track_0000952	artist_000087	album_000149	52/952.mp3	291.1	instrument---synthesizer
track_0000953	artist_000087	album_000149	53/953.mp3	181.9	instrument---synthesizer
track_0000954	artist_000087	album_000149	54/954.mp3	218.5	instrument---synthesizer
track_0000955	artist_000087	album_000149	55/955.mp3	217.5	instrument---synthesizer
track_0000956	artist_000087	album_000149	56/956.mp3	380.1	instrument---synthesizer
track_0000957	artist_000087	album_000149	57/957.mp3	239.8	instrument---synthesizer
track_0000958	artist_000087	album_000149	58/958.mp3	247.0	instrument---synthesizer
track_0002168	artist_000326	album_000347	68/2168.mp3	242.1	instrument---strings	instrument---synthesizer
track_0002171	artist_000326	album_000347	71/2171.mp3	259.1	instrument---beat	instrument---voice
track_0006719	artist_000937	album_001020	19/6719.mp3	190.2	instrument---piano
track_0006720	artist_000937	album_001020	20/6720.mp3	132.4	instrument---piano
track_0006721	artist_000937	album_001020	21/6721.mp3	151.6	instrument---piano
track_0006722	artist_000937	album_001020	22/6722.mp3	177.2	instrument---piano
track_0006723	artist_000937	album_001020	23/6723.mp3	213.8	instrument---piano
track_0006724	artist_000937	album_001020	24/6724.mp3	155.5	instrument---piano
track_0006725	artist_000937	album_001020	25/6725.mp3	231.5	instrument---piano
track_0006726	artist_000937	album_001020	26/6726.mp3	186.0	instrument---piano
track_0006727	artist_000937	album_001020	27/6727.mp3	160.4	instrument---piano
track_0006728	artist_000937	album_001020	28/6728.mp3	240.6	instrument---piano
track_0006729	artist_000937	album_001020	29/6729.mp3	210.6	instrument---piano
track_0006730	artist_000937	album_001020	30/6730.mp3	206.6	instrument---piano
track_0006731	artist_000937	album_001020	31/6731.mp3	171.6	instrument---piano
track_0006732	artist_000937	album_001020	32/6732.mp3	189.8	instrument---piano
track_0006824	artist_000939	album_001037	24/6824.mp3	250.3	instrument---guitar
track_0006826	artist_000939	album_001037	26/6826.mp3	295.4	instrument---guitar
track_0006827	artist_000939	album_001037	27/6827.mp3	393.7	instrument---guitar
track_0007358	artist_000937	album_001110	58/7358.mp3	240.6	instrument---piano
track_0007359	artist_000937	album_001110	59/7359.mp3	225.8	instrument---piano
track_0007360	artist_000937	album_001110	60/7360.mp3	232.6	instrument---piano
track_0007361	artist_000937	album_001110	61/7361.mp3	168.4	instrument---piano
track_0007362	artist_000937	album_001110	62/7362.mp3	237.4	instrument---piano
track_0007363	artist_000937	album_001110	63/7363.mp3	237.7	instrument---piano
track_0007364	artist_000937	album_001110	64/7364.mp3	145.4	instrument---piano
track_0007391	artist_001064	album_001115	91/7391.mp3	188.1	instrument---bass	instrument---computer	instrument---drummachine	instrument---drums	instrument---electricguitar	instrument---guitar	instrument---keyboard	instrument---sampler	instrument---synthesizer	instrument---voice
track_0007392	artist_001064	album_001115	92/7392.mp3	160.1	instrument---acousticguitar	instrument---bass	instrument---computer	instrument---drums	instrument---electricguitar	instrument---guitar	instrument---harmonica	instrument---keyboard	instrument---voice
track_0007393	artist_001064	album_001115	93/7393.mp3	70.9	instrument---acousticguitar	instrument---computer	instrument---drummachine	instrument---drums	instrument---guitar	instrument---keyboard	instrument---sampler	instrument---synthesizer
track_0007394	artist_001064	album_001115	94/7394.mp3	150.7	instrument---acousticguitar	instrument---bass	instrument---computer	instrument---drummachine	instrument---drums	instrument---guitar	instrument---keyboard	instrument---piano	instrument---sampler	instrument---strings	instrument---synthesizer
track_0007395	artist_001064	album_001115	95/7395.mp3	109.9	instrument---bass	instrument---computer	instrument---drummachine	instrument---drums	instrument---guitar	instrument---synthesizer	instrument---voice
track_0007396	artist_001064	album_001115	96/7396.mp3	230.4	instrument---cello	instrument---computer	instrument---drummachine	instrument---drums	instrument---electricguitar	instrument---keyboard	instrument---piano	instrument---sampler	instrument---strings	instrument---synthesizer	instrument---violin
track_0007397	artist_001064	album_001115	97/7397.mp3	86.5	instrument---acousticguitar	instrument---bass	instrument---computer	instrument---drummachine	instrument---drums	instrument---guitar	instrument---sampler
track_0007398	artist_001064	album_001115	98/7398.mp3	128.0	instrument---acousticguitar	instrument---bass	instrument---computer	instrument---drummachine	instrument---drums	instrument---guitar	instrument---sampler	instrument---synthesizer	instrument---voice
track_0007399	artist_001064	album_001115	99/7399.mp3	104.3	instrument---bass	instrument---clarinet	instrument---computer	instrument---drummachine	instrument---drums	instrument---flute	instrument---keyboard	instrument---piano	instrument---sampler
track_0007400	artist_001064	album_001115	00/7400.mp3	146.1	instrument---bass	instrument---cello	instrument---computer	instrument---drummachine	instrument---drums	instrument---keyboard	instrument---sampler	instrument---strings
track_0007401	artist_001064	album_001115	01/7401.mp3	132.1	instrument---bass	instrument---cello	instrument---computer	instrument---drummachine	instrument---drums	instrument---keyboard	instrument---sampler	instrument---strings
track_0010805	artist_001593	album_001591	05/10805.mp3	315.0	instrument---synthesizer
track_0010808	artist_001593	album_001591	08/10808.mp3	240.0	instrument---synthesizer
track_0010810	artist_001593	album_001591	10/10810.mp3	72.0	instrument---synthesizer
track_0010811	artist_001593	album_001591	11/10811.mp3	256.0	instrument---synthesizer
track_0015128	artist_001943	album_002156	28/15128.mp3	2721.2	instrument---computer	instrument---keyboard
track_0015159	artist_002208	album_002161	59/15159.mp3	277.1	instrument---drummachine	instrument---electricguitar	instrument---piano	instrument---violin
track_0015160	artist_002208	album_002161	60/15160.mp3	267.2	instrument---bass	instrument---electricguitar
track_0015161	artist_002208	album_002161	61/15161.mp3	374.7	instrument---bass	instrument---drums	instrument---electricguitar	instrument---pipeorgan	instrument---synthesizer
track_0015162	artist_002208	album_002161	62/15162.mp3	281.1	instrument---bass	instrument---drums	instrument---electricguitar	instrument---piano	instrument---synthesizer	instrument---violin
track_0015163	artist_002208	album_002161	63/15163.mp3	233.0	instrument---bass	instrument---drums	instrument---piano	instrument---synthesizer	instrument---violin
track_0015164	artist_002208	album_002162	64/15164.mp3	280.2	instrument---drums	instrument---synthesizer
track_0015165	artist_002208	album_002162	65/15165.mp3	154.1	instrument---bass	instrument---drums	instrument---electricguitar	instrument---synthesizer	instrument---violin
track_0015166	artist_002208	album_002162	66/15166.mp3	329.8	instrument---bass	instrument---drummachine	instrument---synthesizer
track_0015167	artist_002208	album_002162	67/15167.mp3	246.6	instrument---bass	instrument---drummachine	instrument---synthesizer	instrument---trumpet	instrument---violin
track_0015168	artist_002208	album_002162	68/15168.mp3	301.3	instrument---bass	instrument---drums	instrument---piano	instrument---pipeorgan
track_0015169	artist_002208	album_002162	69/15169.mp3	147.3	instrument---bass	instrument---drums	instrument---electricguitar	instrument---pipeorgan
track_0015170	artist_002208	album_002162	70/15170.mp3	258.7	instrument---bass	instrument---drums	instrument---synthesizer
track_0015171	artist_002208	album_002162	71/15171.mp3	319.7	instrument---bass	instrument---drummachine	instrument---pipeorgan	instrument---synthesizer
track_0015655	artist_002278	album_002225	55/15655.mp3	420.8	instrument---saxophone
track_0015656	artist_002278	album_002225	56/15656.mp3	530.2	instrument---bass	instrument---saxophone
track_0015658	artist_002278	album_002225	58/15658.mp3	320.3	instrument---bass	instrument---piano
track_0015660	artist_002278	album_002225	60/15660.mp3	355.8	instrument---pipeorgan	instrument---saxophone	instrument---trumpet
track_0015662	artist_002278	album_002225	62/15662.mp3	226.2	instrument---rhodes
track_0015663	artist_002278	album_002225	63/15663.mp3	490.3	instrument---guitar	instrument---rhodes
track_0015664	artist_002278	album_002225	64/15664.mp3	396.4	instrument---saxophone
track_0015665	artist_002278	album_002225	65/15665.mp3	417.9	instrument---piano
track_0017490	artist_002449	album_002470	90/17490.mp3	233.7	instrument---bass	instrument---drums	instrument---guitar
track_0017491	artist_002449	album_002470	91/17491.mp3	178.7	instrument---bass	instrument---drums	instrument---guitar
track_0017492	artist_002449	album_002470	92/17492.mp3	176.5	instrument---bass	instrument---drums	instrument---guitar
track_0017493	artist_002449	album_002470	93/17493.mp3	140.1	instrument---bass	instrument---drums	instrument---guitar
track_0017494	artist_002449	album_002470	94/17494.mp3	136.4	instrument---bass	instrument---drums	instrument---guitar
track_0017778	artist_002656	album_002509	78/17778.mp3	254.9	instrument---piano	instrument---violin
track_0017954	artist_002278	album_002534	54/17954.mp3	414.8	instrument---bass	instrument---saxophone
track_0017955	artist_002278	album_002534	55/17955.mp3	137.0	instrument---bass
track_0017957	artist_002278	album_002534	57/17957.mp3	340.8	instrument---trumpet
track_0017958	artist_002278	album_002534	58/17958.mp3	100.0	instrument---piano
track_0017959	artist_002278	album_002534	59/17959.mp3	270.9	instrument---bass
track_0017962	artist_002278	album_002534	62/17962.mp3	255.6	instrument---bass	instrument---piano
track_0017963	artist_002278	album_002534	63/17963.mp3	400.5	instrument---bass	instrument---saxophone
track_0018230	artist_002741	album_002572	30/18230.mp3	270.0	instrument---synthesizer
track_0018233	artist_002741	album_002572	33/18233.mp3	241.7	instrument---synthesizer
track_0018234	artist_002741	album_002572	34/18234.mp3	320.0	instrument---synthesizer
track_0018236	artist_002741	album_002572	36/18236.mp3	365.0	instrument---synthesizer
track_0018243	artist_002741	album_002572	43/18243.mp3	172.5	instrument---synthesizer
track_0019191	artist_000331	album_002699	91/19191.mp3	344.0	instrument---piano
track_0019197	artist_000331	album_002699	97/19197.mp3	321.0	instrument---piano
track_0019225	artist_002823	album_002703	25/19225.mp3	169.2	instrument---drummachine	instrument---electricguitar
track_0020740	artist_002656	album_002911	40/20740.mp3	358.5	instrument---acousticbassguitar	instrument---piano	instrument---saxophone	instrument---trumpet
track_0020742	artist_002656	album_002911	42/20742.mp3	231.8	instrument---acousticbassguitar	instrument---piano	instrument---violin
track_0020743	artist_002656	album_002911	43/20743.mp3	254.8	instrument---piano	instrument---saxophone	instrument---synthesizer	instrument---trumpet
track_0020744	artist_002656	album_002911	44/20744.mp3	210.2	instrument---electricguitar	instrument---piano	instrument---pipeorgan	instrument---trumpet	instrument---violin
track_0022183	artist_003274	album_003092	83/22183.mp3	188.6	instrument---electricguitar
track_0022546	artist_001968	album_003125	46/22546.mp3	163.0	instrument---flute	instrument---guitar
track_0022547	artist_001968	album_003125	47/22547.mp3	255.1	instrument---guitar
track_0022548	artist_001968	album_003125	48/22548.mp3	176.1	instrument---flute	instrument---guitar
track_0022549	artist_001968	album_003125	49/22549.mp3	98.5	instrument---guitar
track_0022550	artist_001968	album_003125	50/22550.mp3	87.7	instrument---guitar
track_0022551	artist_001968	album_003125	51/22551.mp3	126.8	instrument---flute	instrument---guitar
track_0024238	artist_001064	album_003342	38/24238.mp3	49.4	instrument---acousticguitar	instrument---computer	instrument---drummachine	instrument---drums	instrument---guitar	instrument---keyboard	instrument---sampler	instrument---synthesizer
track_0024242	artist_001064	album_003342	42/24242.mp3	104.1	instrument---acousticguitar	instrument---bass	instrument---computer	instrument---drummachine	instrument---guitar	instrument---keyboard	instrument---sampler	instrument---synthesizer
track_0024560	artist_003682	album_003385	60/24560.mp3	172.5	instrument---acousticguitar	instrument---computer	instrument---sampler
track_0024562	artist_003682	album_003385	62/24562.mp3	171.3	instrument---acousticguitar	instrument---computer	instrument---sampler
track_0024566	artist_003682	album_003385	66/24566.mp3	166.5	instrument---acousticguitar	instrument---computer	instrument---sampler
track_0024568	artist_003682	album_003385	68/24568.mp3	110.9	instrument---acousticguitar	instrument---computer	instrument---sampler
track_0024867	artist_001943	album_003431	67/24867.mp3	386.1	instrument---computer	instrument---keyboard
track_0025245	artist_002740	album_003480	45/25245.mp3	148.9	instrument---harp
track_0025246	artist_002740	album_003480	46/25246.mp3	211.8	instrument---percussion
track_0025386	artist_002740	album_003495	86/25386.mp3	136.1	instrument---harp
track_0025390	artist_002740	album_003495	90/25390.mp3	156.5	instrument---percussion
track_0025877	artist_003769	album_003549	77/25877.mp3	239.8	instrument---synthesizer
track_0025989	artist_001064	album_003570	89/25989.mp3	176.6	instrument---bass	instrument---drums	instrument---keyboard	instrument---synthesizer	instrument---voice
track_0025992	artist_001064	album_003570	92/25992.mp3	192.0	instrument---acousticguitar	instrument---harmonica	instrument---voice
track_0026219	artist_003901	album_003591	19/26219.mp3	42.4	instrument---guitar
track_0026220	artist_003901	album_003591	20/26220.mp3	199.5	instrument---guitar
track_0026222	artist_003901	album_003591	22/26222.mp3	148.1	instrument---guitar
track_0026224	artist_003901	album_003591	24/26224.mp3	72.6	instrument---guitar
track_0026226	artist_003901	album_003591	26/26226.mp3	373.4	instrument---guitar
track_0026227	artist_003901	album_003591	27/26227.mp3	55.0	instrument---guitar
track_0026228	artist_003901	album_003591	28/26228.mp3	223.4	instrument---guitar
track_0026230	artist_003901	album_003591	30/26230.mp3	198.1	instrument---guitar
track_0026232	artist_003901	album_003591	32/26232.mp3	205.5	instrument---guitar
track_0026233	artist_003901	album_003591	33/26233.mp3	111.3	instrument---guitar
track_0026234	artist_003901	album_003591	34/26234.mp3	379.8	instrument---guitar
track_0026235	artist_003901	album_003591	35/26235.mp3	30.1	instrument---guitar
track_0026402	artist_003944	album_003615	02/26402.mp3	96.0	instrument---guitar
track_0026403	artist_003944	album_003615	03/26403.mp3	176.5	instrument---guitar
track_0026404	artist_003944	album_003615	04/26404.mp3	171.4	instrument---guitar
track_0026433	artist_002740	album_003620	33/26433.mp3	121.0	instrument---harp
track_0026437	artist_002740	album_003620	37/26437.mp3	112.6	instrument---harp
track_0026439	artist_002740	album_003620	39/26439.mp3	114.7	instrument---piano
track_0026826	artist_002656	album_003675	26/26826.mp3	220.3	instrument---accordion	instrument---piano	instrument---violin
track_0026827	artist_002656	album_003675	27/26827.mp3	274.3	instrument---bass	instrument---piano	instrument---violin
track_0031424	artist_002485	album_003929	24/31424.mp3	177.4	instrument---bass	instrument---drums	instrument---electricguitar	instrument---voice
track_0031425	artist_002485	album_003929	25/31425.mp3	226.5	instrument---bass	instrument---drums	instrument---electricguitar	instrument---voice
track_0031426	artist_002485	album_003929	26/31426.mp3	188.8	instrument---bass	instrument---drums	instrument---electricguitar	instrument---voice
track_0031427	artist_002485	album_003929	27/31427.mp3	158.5	instrument---bass	instrument---drums	instrument---electricguitar	instrument---voice
