tag	artists	albums	tracks
electronic	1529	4044	16326
rock	1019	1891	6865
pop	993	2149	7805
ambient	869	2045	7467
soundtrack	637	2048	7946
alternative	634	1117	3761
experimental	598	1161	3941
easylistening	583	1423	4833
classical	567	1493	5599
dance	463	962	2809
chillout	440	969	3678
jazz	402	748	2371
poprock	359	721	2120
indie	355	673	2632
world	349	621	1887
folk	347	667	2498
techno	345	674	2172
hiphop	335	593	2657
lounge	327	679	2211
house	325	677	2137
funk	319	507	1283
orchestral	300	795	2434
popfolk	283	505	1759
atmospheric	276	489	1395
trance	265	555	1523
instrumentalpop	261	417	1477
newage	260	600	2202
blues	253	405	1082
metal	232	382	1435
progressive	224	365	1034
triphop	220	376	1343
electropop	209	384	937
reggae	206	319	1245
downtempo	189	365	1431
minimal	174	255	629
rap	170	258	987
psychedelic	160	253	590
instrumentalrock	151	218	598
rnb	145	201	512
industrial	142	212	696
latin	140	238	704
dubstep	140	229	547
drumnbass	140	217	501
ethno	137	184	429
fusion	135	212	512
club	133	199	579
symphonic	131	245	712
punk	127	182	603
country	126	195	584
disco	123	189	447
singersongwriter	122	212	776
eletronica	121	157	277
darkambient	119	221	509
breakbeat	117	161	382
soul	115	163	504
synthpop	114	216	635
dub	109	159	445
hardrock	108	145	490
80s	94	135	312
contemporary	91	127	318
eurodance	88	134	244
rocknroll	82	115	277
grunge	81	121	375
improvisation	81	111	332
postrock	79	112	377
groove	79	107	216
90s	75	116	359
soundtracks	75	106	221
deephouse	74	146	427
celtic	74	107	308
jazzfunk	73	107	191
electronical	73	86	213
idm	71	101	287
bossanova	70	82	148
alternativerock	67	79	180
darkwave	66	101	282
swing	66	85	169
70s	65	96	202
acidjazz	64	116	304
classicrock	64	96	222
newwave	64	90	187
punkrock	64	86	219
electronik	63	75	155
oriental	62	73	134
hard	60	69	177
chanson	59	83	310
ethnicrock	58	67	140
jazzfusion	57	106	221
60s	57	88	179
choir	56	90	167
edm	54	116	281
ska	54	78	267
gothic	54	70	213
worldfusion	53	80	214
bluesrock	52	72	139
heavymetal	52	71	222
medieval	52	67	135
tribal	51	69	175
electronicmusic	51	63	159
african	50	63	121
rockpop	49	62	96
electrorock	49	58	104
hardcore	48	68	197
lofi	47	76	243
dancepop	47	72	113
waltz	46	66	84
glitch	45	59	135
noise	44	89	284
powerpop	44	74	159
flamenco	44	70	131
technoindustrial	40	74	220
acid	40	53	117
minimaltechno	40	48	92
avantgarde	39	85	285
progressiverock	39	70	201
acidhouse	39	61	90
chilloutlounge	39	55	121
garage	39	48	127
dancehall	38	67	414
psytrance	38	61	134
rockandroll	38	47	98
chansonfrancaise	37	56	171
techhouse	36	49	88
jungle	36	41	96
ambiente	34	45	89
elektro	32	34	44
drone	31	53	200
electrohouse	31	40	108
8bit	30	46	161
indiepop	30	46	107
latino	30	37	61
popfunk	30	36	61
ambiant	29	53	119
choral	29	41	85
gangstarap	29	35	77
asian	29	34	93
tango	29	30	35
trap	28	33	64
score	27	52	258
samba	27	34	43
gospel	27	30	66
trip	27	30	50
houseelectro	26	38	92
jazzrock	26	34	87
souljazz	26	32	51
gipsy	26	29	48
popelectro	26	28	67
rhythmandblues	25	32	60
ebm	25	28	92
dancemusic	25	27	46
folkpop	24	35	102
electrodance	23	30	36
middleeastern	23	27	58
ragga	23	26	110
neoclassical	22	37	118
reggaeton	22	30	78
loungemusic	22	30	66
freejazz	22	30	40
thrashmetal	22	26	113
progressivehouse	22	25	56
rockfrancais	21	35	93
housemusic	21	30	83
southernrock	21	28	58
acidrock	21	26	38
rave	21	23	56
minimalism	20	46	161
chiptune	20	33	128
electrojazz	20	26	72
trancemusic	20	25	55
baroque	19	33	142
hardstyle	19	30	94
deathmetal	19	22	81
technohouse	19	22	52
death	19	21	70
smoothjazz	18	31	55
electroambient	18	27	76
americana	18	22	80
downbeat	18	20	43
guitarrock	18	20	34
dubelectro	18	19	30
technopop	17	36	69
ambientmusic	17	25	49
salsa	17	22	38
island	17	18	30
dancehouse	17	18	22
march	16	22	34
soundscapes	16	20	47
powermetal	16	18	54
indietronica	15	22	62
classicalmusic	15	20	61
prog	15	18	46
shoegaze	15	18	46
emo	15	18	32
trancetechno	15	17	20
electropunk	15	16	28
electronicambient	15	15	33
computermusic	15	15	21
postpunk	14	23	51
artrock	14	17	73
electronika	14	17	50
rocksteady	14	17	36
metalcore	14	15	44
nujazz	13	20	47
christian	13	19	66
instrumentalhiphop	13	18	120
countryrock	13	17	25
acousticrock	13	14	21
indierock	12	15	41
dreampop	12	15	32
opera	12	14	27
darkelectro	12	12	33
cabaret	11	14	41
breakcore	11	13	33
variete	11	12	27
ragtime	11	12	18
worldmusik	10	13	53
synthwave	10	13	41
raps	10	11	19
hardtrance	10	10	28
gangsta	10	10	16
trancemelodique	9	18	61
spacerock	9	14	24
stoner	9	9	37
indierockpop	9	9	26
rapfrancais	8	13	38
jrock	8	12	23
krautrock	8	12	23
bebop	8	10	26
tecno	8	9	10
rockalternatif	8	8	35
manouche	8	8	15
hardtek	8	8	10
experimentalrock	7	10	20
glam	7	10	19
progressivemetal	7	9	49
goth	7	9	36
britpop	7	9	27
blackmetal	7	8	22
guitarras	6	11	38
numetal	6	7	18
poppunk	5	7	11
abstracthiphop	5	7	7
grindcore	5	5	20
doom	4	5	8
emocore	4	4	5
christianrap	4	4	4
hiphopinstrumental	3	6	50
rapcore	3	5	12
chansonatexte	2	3	9
tekno	2	2	11
droneambient	2	2	3
deutschrock	1	1	1
