tag	artists	albums	tracks
love	153	236	493
dark	146	237	620
energetic	142	308	857
happy	139	336	927
relaxing	138	266	763
film	126	230	746
sad	126	208	375
melodic	125	232	598
dream	124	228	498
epic	118	227	601
emotional	92	190	499
romantic	86	188	363
melancholic	83	140	228
space	80	130	362
meditative	65	145	374
uplifting	64	160	449
ballad	64	104	193
inspiring	63	218	561
calm	63	134	267
slow	60	93	295
fun	58	90	220
soundscape	56	109	415
motivational	55	147	372
positive	54	154	376
deep	54	84	429
upbeat	53	109	216
soft	53	91	208
christmas	52	97	368
dramatic	49	118	195
adventure	48	100	264
movie	48	79	207
background	46	128	404
advertising	46	118	363
hopeful	45	78	137
cool	43	76	170
summer	43	63	261
children	42	80	152
drama	41	79	253
documentary	39	111	339
action	39	101	296
funny	39	49	109
corporate	38	126	349
fast	38	45	62
commercial	36	103	191
powerful	36	60	106
party	36	52	127
groovy	36	44	78
sport	34	70	201
nature	34	63	137
retro	32	39	139
travel	30	51	89
heavy	30	38	98
trailer	29	70	159
sexy	27	31	59
holiday	24	40	98
game	23	38	169
