tag	artists	albums	tracks
happy	32	32	32
melodic	32	32	32
film	28	28	28
energetic	25	25	25
epic	25	25	25
dark	24	24	24
love	23	23	23
relaxing	22	22	22
motivational	20	20	20
positive	20	20	20
summer	20	20	20
soft	19	19	19
dream	18	18	18
documentary	18	18	18
ballad	18	18	18
corporate	18	18	18
christmas	17	17	17
melancholic	17	17	17
advertising	16	16	16
emotional	16	16	16
slow	16	16	16
uplifting	16	16	16
deep	15	15	15
inspiring	15	15	15
movie	15	15	15
romantic	15	15	15
fast	14	14	14
funny	14	14	14
children	14	14	14
adventure	14	14	14
commercial	13	13	13
party	13	13	13
retro	13	13	13
sport	13	13	13
background	12	12	12
dramatic	12	12	12
groovy	12	12	12
heavy	12	12	12
meditative	12	12	12
trailer	12	12	12
game	11	11	11
upbeat	11	11	11
calm	11	11	11
ambiental	11	11	11
fun	10	10	10
holiday	10	10	10
horror	10	10	10
action	9	9	9
travel	9	9	9
space	8	8	8
powerful	8	8	8
hopeful	8	8	8
nature	7	7	7
cool	6	6	6
sad	6	6	6
sexy	6	6	6
soundscape	6	6	6
drama	5	5	5
mellow	5	5	5
