tag	artists	albums	tracks
drums	128	128	128
bass	116	116	116
synthesizer	114	114	114
piano	112	112	112
electricguitar	103	103	103
guitar	101	101	101
acousticguitar	46	46	46
violin	43	43	43
voice	41	41	41
keyboard	39	39	39
computer	35	35	35
cello	29	29	29
sampler	23	23	23
percussion	22	22	22
saxophone	22	22	22
strings	22	22	22
drummachine	20	20	20
electricpiano	20	20	20
acousticbassguitar	19	19	19
trumpet	18	18	18
flute	18	18	18
viola	17	17	17
classicalguitar	16	16	16
rhodes	16	16	16
bell	14	14	14
bongo	14	14	14
horn	14	14	14
harp	13	13	13
ukulele	13	13	13
harmonica	13	13	13
doublebass	13	13	13
orchestra	12	12	12
pipeorgan	12	12	12
trombone	12	12	12
brass	10	10	10
pad	10	10	10
accordion	9	9	9
beat	8	8	8
clarinet	8	8	8
oboe	4	4	4
organ	4	4	4
