tag	artists	albums	tracks
electronic	157	157	157
rock	126	126	126
soundtrack	118	118	118
ambient	99	99	99
pop	90	90	90
classical	61	61	61
easylistening	58	58	58
dance	49	49	49
folk	45	45	45
jazz	45	45	45
world	44	44	44
alternative	44	44	44
indie	42	42	42
experimental	41	41	41
metal	40	40	40
house	38	38	38
poprock	38	38	38
chillout	35	35	35
funk	32	32	32
orchestral	30	30	30
atmospheric	28	28	28
newage	27	27	27
lounge	27	27	27
blues	26	26	26
hiphop	24	24	24
techno	23	23	23
classicrock	20	20	20
ska	20	20	20
progressive	19	19	19
deephouse	18	18	18
jazzfunk	18	18	18
newwave	18	18	18
popfolk	17	17	17
ethnicrock	17	17	17
acidjazz	17	17	17
darkambient	16	16	16
edm	16	16	16
eurodance	16	16	16
gothic	16	16	16
hard	15	15	15
punkrock	15	15	15
heavymetal	15	15	15
hardrock	15	15	15
rocknroll	15	15	15
fusion	15	15	15
celtic	15	15	15
80s	15	15	15
downtempo	15	15	15
bluesrock	14	14	14
ethno	14	14	14
symphonic	14	14	14
disco	13	13	13
groove	13	13	13
reggae	13	13	13
bossanova	12	12	12
club	12	12	12
rnb	11	11	11
triphop	11	11	11
90s	11	11	11
medieval	11	11	11
60s	10	10	10
african	10	10	10
electropop	10	10	10
industrial	10	10	10
instrumentalrock	10	10	10
rap	10	10	10
swing	10	10	10
trance	9	9	9
singersongwriter	9	9	9
latin	9	9	9
country	9	9	9
70s	8	8	8
dubstep	8	8	8
instrumentalpop	8	8	8
psychedelic	8	8	8
soul	8	8	8
tribal	8	8	8
worldfusion	8	8	8
darkwave	7	7	7
electronica	7	7	7
synthpop	6	6	6
oriental	6	6	6
jazzfusion	6	6	6
dub	6	6	6
alternativerock	5	5	5
chanson	5	5	5
drumnbass	5	5	5
grunge	5	5	5
minimal	5	5	5
postrock	5	5	5
contemporary	4	4	4
choir	3	3	3
idm	3	3	3
improvisation	3	3	3
breakbeat	2	2	2
