tag	artists	albums	tracks
synthesizer	385	385	385
bass	372	372	372
piano	372	372	372
drums	365	365	365
electricguitar	318	318	318
guitar	280	280	280
acousticguitar	127	127	127
computer	124	124	124
keyboard	122	122	122
voice	115	115	115
drummachine	96	96	96
violin	69	69	69
electricpiano	62	62	62
sampler	62	62	62
strings	54	54	54
percussion	42	42	42
cello	38	38	38
beat	36	36	36
saxophone	35	35	35
classicalguitar	28	28	28
trumpet	28	28	28
orchestra	25	25	25
flute	22	22	22
accordion	21	21	21
doublebass	20	20	20
harp	20	20	20
bell	19	19	19
acousticbassguitar	16	16	16
brass	15	15	15
horn	15	15	15
viola	15	15	15
harmonica	14	14	14
clarinet	13	13	13
pipeorgan	13	13	13
rhodes	12	12	12
ukulele	12	12	12
pad	11	11	11
trombone	9	9	9
oboe	8	8	8
bongo	7	7	7
organ	4	4	4
