tag	artists	albums	tracks
melodic	70	70	70
film	66	66	66
energetic	65	65	65
love	63	63	63
relaxing	61	61	61
dark	58	58	58
emotional	49	49	49
happy	49	49	49
dream	48	48	48
sad	46	46	46
epic	45	45	45
meditative	33	33	33
melancholic	29	29	29
deep	28	28	28
inspiring	28	28	28
uplifting	28	28	28
soundscape	26	26	26
space	26	26	26
romantic	25	25	25
calm	22	22	22
party	21	21	21
advertising	20	20	20
ballad	20	20	20
corporate	20	20	20
movie	20	20	20
documentary	19	19	19
motivational	19	19	19
christmas	18	18	18
background	17	17	17
commercial	16	16	16
groovy	16	16	16
positive	15	15	15
soft	15	15	15
upbeat	15	15	15
action	14	14	14
drama	14	14	14
powerful	14	14	14
children	13	13	13
cool	13	13	13
heavy	13	13	13
slow	13	13	13
fun	12	12	12
holiday	12	12	12
horror	12	12	12
summer	12	12	12
adventure	11	11	11
mellow	11	11	11
retro	11	11	11
ambiental	10	10	10
dramatic	10	10	10
funny	10	10	10
hopeful	10	10	10
fast	9	9	9
sexy	9	9	9
trailer	9	9	9
game	8	8	8
nature	8	8	8
sport	8	8	8
travel	8	8	8
