tag	artists	albums	tracks
electronic	998	998	998
rock	573	573	573
pop	490	490	490
ambient	443	443	443
soundtrack	359	359	359
alternative	305	305	305
experimental	267	267	267
classical	255	255	255
easylistening	214	214	214
indie	177	177	177
dance	175	175	175
hiphop	162	162	162
chillout	156	156	156
poprock	146	146	146
jazz	138	138	138
folk	134	134	134
techno	132	132	132
metal	130	130	130
house	129	129	129
world	125	125	125
newage	110	110	110
lounge	101	101	101
popfolk	98	98	98
funk	97	97	97
orchestral	94	94	94
instrumentalpop	93	93	93
rap	92	92	92
trance	92	92	92
blues	87	87	87
atmospheric	83	83	83
punkrock	75	75	75
progressive	74	74	74
reggae	68	68	68
triphop	67	67	67
downtempo	61	61	61
electropop	60	60	60
psychedelic	57	57	57
instrumentalrock	56	56	56
singersongwriter	53	53	53
latin	48	48	48
industrial	47	47	47
rnb	47	47	47
dubstep	44	44	44
dub	43	43	43
hardrock	42	42	42
minimal	40	40	40
postrock	40	40	40
club	38	38	38
fusion	35	35	35
synthpop	33	33	33
disco	32	32	32
grunge	32	32	32
drumnbass	31	31	31
symphonic	31	31	31
rocknroll	30	30	30
improvisation	29	29	29
darkambient	28	28	28
ethno	28	28	28
soul	28	28	28
breakbeat	27	27	27
country	27	27	27
darkwave	25	25	25
heavymetal	25	25	25
idm	24	24	24
alternativerock	23	23	23
classicrock	23	23	23
chanson	22	22	22
contemporary	22	22	22
deephouse	21	21	21
80s	19	19	19
acidjazz	19	19	19
eurodance	19	19	19
newwave	19	19	19
ska	18	18	18
celtic	17	17	17
electronica	17	17	17
gothic	17	17	17
worldfusion	17	17	17
90s	16	16	16
hard	16	16	16
bossanova	15	15	15
edm	15	15	15
ethnicrock	14	14	14
african	12	12	12
groove	12	12	12
jazzfunk	11	11	11
medieval	11	11	11
tribal	11	11	11
70s	10	10	10
swing	10	10	10
oriental	9	9	9
60s	7	7	7
bluesrock	6	6	6
choir	6	6	6
jazzfusion	4	4	4
