tag	artists	albums	tracks
synthesizer	376	376	376
bass	373	373	373
drums	364	364	364
piano	358	358	358
electricguitar	306	306	306
guitar	282	282	282
acousticguitar	134	134	134
keyboard	127	127	127
computer	120	120	120
voice	110	110	110
drummachine	93	93	93
violin	74	74	74
sampler	61	61	61
electricpiano	56	56	56
strings	55	55	55
percussion	42	42	42
cello	40	40	40
saxophone	40	40	40
trumpet	35	35	35
beat	33	33	33
classicalguitar	33	33	33
flute	33	33	33
orchestra	27	27	27
accordion	24	24	24
doublebass	22	22	22
viola	20	20	20
harp	18	18	18
acousticbassguitar	16	16	16
bell	16	16	16
trombone	15	15	15
ukulele	14	14	14
horn	13	13	13
harmonica	12	12	12
bongo	11	11	11
pipeorgan	11	11	11
organ	10	10	10
pad	10	10	10
brass	9	9	9
clarinet	9	9	9
oboe	8	8	8
rhodes	8	8	8
