tag	artists	albums	tracks
film	77	77	77
love	74	74	74
dark	71	71	71
melodic	66	66	66
energetic	63	63	63
relaxing	58	58	58
epic	55	55	55
happy	51	51	51
emotional	50	50	50
sad	47	47	47
meditative	41	41	41
dream	40	40	40
deep	36	36	36
uplifting	28	28	28
romantic	26	26	26
soundscape	26	26	26
space	26	26	26
calm	25	25	25
inspiring	24	24	24
motivational	23	23	23
melancholic	21	21	21
slow	21	21	21
children	20	20	20
advertising	19	19	19
movie	19	19	19
ambiental	18	18	18
ballad	18	18	18
christmas	18	18	18
corporate	18	18	18
documentary	18	18	18
heavy	17	17	17
background	16	16	16
party	16	16	16
action	15	15	15
drama	15	15	15
dramatic	15	15	15
fast	15	15	15
powerful	15	15	15
commercial	14	14	14
fun	14	14	14
hopeful	14	14	14
sexy	13	13	13
soft	13	13	13
upbeat	13	13	13
funny	12	12	12
mellow	12	12	12
adventure	11	11	11
groovy	11	11	11
retro	11	11	11
cool	10	10	10
game	9	9	9
holiday	9	9	9
horror	9	9	9
summer	9	9	9
trailer	9	9	9
positive	8	8	8
nature	7	7	7
sport	6	6	6
travel	6	6	6
