tag	artists	albums	tracks
synthesizer	388	388	388
bass	374	374	374
piano	370	370	370
drums	351	351	351
electricguitar	305	305	305
guitar	285	285	285
acousticguitar	136	136	136
computer	121	121	121
voice	121	121	121
keyboard	113	113	113
drummachine	102	102	102
violin	85	85	85
sampler	71	71	71
electricpiano	52	52	52
strings	52	52	52
saxophone	44	44	44
cello	43	43	43
percussion	37	37	37
classicalguitar	32	32	32
trumpet	32	32	32
beat	31	31	31
flute	29	29	29
doublebass	26	26	26
orchestra	26	26	26
accordion	22	22	22
viola	19	19	19
harp	17	17	17
horn	17	17	17
acousticbassguitar	16	16	16
clarinet	16	16	16
trombone	16	16	16
bell	15	15	15
harmonica	14	14	14
pipeorgan	14	14	14
ukulele	13	13	13
pad	10	10	10
rhodes	10	10	10
oboe	9	9	9
bongo	8	8	8
brass	8	8	8
organ	2	2	2
