tag	artists	albums	tracks
electronic	1018	1018	1018
rock	596	596	596
pop	506	506	506
ambient	390	390	390
soundtrack	339	339	339
alternative	299	299	299
experimental	264	264	264
classical	259	259	259
easylistening	210	210	210
indie	185	185	185
hiphop	172	172	172
dance	169	169	169
chillout	148	148	148
jazz	138	138	138
poprock	137	137	137
techno	134	134	134
metal	130	130	130
house	126	126	126
world	123	123	123
folk	122	122	122
lounge	108	108	108
newage	103	103	103
popfolk	99	99	99
rap	97	97	97
trance	95	95	95
orchestral	94	94	94
funk	92	92	92
instrumentalpop	85	85	85
blues	84	84	84
atmospheric	83	83	83
progressive	82	82	82
reggae	73	73	73
triphop	70	70	70
punkrock	67	67	67
downtempo	62	62	62
instrumentalrock	59	59	59
electropop	57	57	57
industrial	52	52	52
psychedelic	52	52	52
singersongwriter	48	48	48
latin	47	47	47
minimal	47	47	47
postrock	46	46	46
dubstep	43	43	43
rnb	43	43	43
drumnbass	39	39	39
hardrock	39	39	39
disco	38	38	38
ethno	36	36	36
fusion	36	36	36
club	35	35	35
symphonic	33	33	33
grunge	32	32	32
dub	31	31	31
improvisation	31	31	31
electronica	30	30	30
breakbeat	29	29	29
synthpop	29	29	29
idm	28	28	28
rocknroll	28	28	28
soul	28	28	28
darkambient	27	27	27
country	26	26	26
darkwave	23	23	23
alternativerock	22	22	22
chanson	21	21	21
deephouse	20	20	20
heavymetal	20	20	20
eurodance	19	19	19
gothic	19	19	19
classicrock	18	18	18
contemporary	18	18	18
ska	18	18	18
acidjazz	17	17	17
ethnicrock	17	17	17
80s	16	16	16
edm	16	16	16
90s	15	15	15
celtic	14	14	14
hard	14	14	14
jazzfunk	14	14	14
newwave	14	14	14
worldfusion	14	14	14
70s	13	13	13
bluesrock	13	13	13
bossanova	13	13	13
swing	13	13	13
african	12	12	12
60s	9	9	9
groove	9	9	9
medieval	9	9	9
oriental	9	9	9
jazzfusion	8	8	8
tribal	7	7	7
choir	6	6	6
