tag	artists	albums	tracks
electronic	750	750	750
rock	461	461	461
pop	386	386	386
ambient	365	365	365
soundtrack	300	300	300
alternative	213	213	213
classical	191	191	191
easylistening	182	182	182
hiphop	181	181	181
indie	179	179	179
experimental	173	173	173
dance	165	165	165
chillout	149	149	149
jazz	142	142	142
folk	139	139	139
techno	137	137	137
metal	134	134	134
poprock	129	129	129
house	122	122	122
lounge	119	119	119
world	118	118	118
newage	103	103	103
instrumentalpop	102	102	102
funk	100	100	100
popfolk	95	95	95
rap	93	93	93
trance	90	90	90
orchestral	81	81	81
atmospheric	80	80	80
reggae	78	78	78
blues	77	77	77
punkrock	76	76	76
progressive	75	75	75
triphop	69	69	69
instrumentalrock	66	66	66
psychedelic	60	60	60
downtempo	60	60	60
industrial	49	49	49
rnb	48	48	48
latin	45	45	45
electropop	44	44	44
singersongwriter	44	44	44
hardrock	41	41	41
postrock	40	40	40
minimal	39	39	39
dubstep	37	37	37
symphonic	36	36	36
drumnbass	35	35	35
grunge	34	34	34
disco	33	33	33
fusion	32	32	32
improvisation	32	32	32
rocknroll	32	32	32
club	31	31	31
dub	30	30	30
contemporary	27	27	27
ethno	27	27	27
electronica	26	26	26
soul	26	26	26
breakbeat	25	25	25
darkwave	24	24	24
synthpop	23	23	23
idm	23	23	23
alternativerock	22	22	22
chanson	22	22	22
country	21	21	21
classicrock	20	20	20
ska	20	20	20
deephouse	18	18	18
jazzfunk	18	18	18
newwave	18	18	18
ethnicrock	17	17	17
acidjazz	17	17	17
darkambient	16	16	16
eurodance	16	16	16
gothic	16	16	16
edm	16	16	16
80s	15	15	15
celtic	15	15	15
hard	15	15	15
heavymetal	15	15	15
bluesrock	14	14	14
groove	13	13	13
bossanova	12	12	12
medieval	11	11	11
90s	11	11	11
60s	10	10	10
african	10	10	10
swing	10	10	10
70s	8	8	8
tribal	8	8	8
worldfusion	8	8	8
jazzfusion	6	6	6
oriental	6	6	6
choir	3	3	3
