tag	artists	albums	tracks
happy	254	577	1593
love	252	402	848
dark	249	427	1191
melodic	232	412	1213
sad	223	387	749
relaxing	195	372	1146
energetic	182	376	1019
epic	182	365	963
dream	160	271	621
emotional	143	256	697
romantic	142	287	552
film	135	301	1011
space	132	203	503
meditative	128	252	742
uplifting	112	258	693
ballad	112	174	334
calm	105	207	457
slow	103	159	437
soft	103	192	465
fun	99	160	480
christmas	95	195	616
dreamy	90	158	360
positive	88	233	539
upbeat	88	174	444
dramatic	87	177	317
deep	87	134	635
melancholic	84	132	198
adventure	83	191	448
soundscape	81	145	480
inspiring	78	226	521
summer	77	116	505
powerful	76	127	238
children	74	158	344
party	74	112	266
advertising	74	236	673
action	73	163	407
background	73	165	496
motivational	72	211	513
emotion	71	205	579
movie	71	129	413
nature	70	127	259
drama	70	168	424
cool	68	111	251
funny	67	98	203
filmmusic	67	102	430
documentary	66	200	612
horror	66	81	158
fast	65	80	119
groovy	64	90	194
ambiental	64	111	460
corporate	62	218	609
travel	62	110	171
commercial	62	199	428
energic	60	83	197
energy	57	86	157
mellow	55	76	154
retro	54	73	213
lovesong	54	58	80
melancholy	53	86	166
game	53	84	261
sexy	53	67	122
heavy	51	60	156
inspirational	51	154	369
holiday	50	72	176
