tag	artists	albums	tracks
melodic	70	70	70
film	67	67	67
love	65	65	65
energetic	64	64	64
dark	61	61	61
emotional	59	59	59
happy	57	57	57
epic	54	54	54
relaxing	51	51	51
dream	46	46	46
sad	38	38	38
meditative	36	36	36
space	31	31	31
deep	30	30	30
romantic	27	27	27
melancholic	25	25	25
uplifting	24	24	24
calm	23	23	23
ballad	22	22	22
soundscape	22	22	22
advertising	21	21	21
inspiring	20	20	20
party	19	19	19
groovy	18	18	18
christmas	17	17	17
fun	17	17	17
positive	17	17	17
commercial	16	16	16
corporate	16	16	16
documentary	16	16	16
motivational	16	16	16
background	15	15	15
summer	15	15	15
children	14	14	14
movie	14	14	14
slow	14	14	14
dramatic	13	13	13
heavy	13	13	13
hopeful	13	13	13
action	12	12	12
ambiental	12	12	12
fast	12	12	12
powerful	12	12	12
soft	12	12	12
adventure	11	11	11
nature	11	11	11
upbeat	11	11	11
horror	10	10	10
mellow	10	10	10
retro	10	10	10
trailer	10	10	10
funny	9	9	9
holiday	9	9	9
travel	9	9	9
game	8	8	8
sexy	8	8	8
cool	7	7	7
drama	6	6	6
sport	4	4	4
