tag	artists	albums	tracks
electronic	1034	1034	1034
rock	571	571	571
pop	515	515	515
ambient	412	412	412
soundtrack	335	335	335
alternative	304	304	304
experimental	258	258	258
classical	247	247	247
easylistening	217	217	217
indie	191	191	191
hiphop	171	171	171
dance	158	158	158
chillout	152	152	152
folk	141	141	141
techno	141	141	141
jazz	139	139	139
house	136	136	136
metal	136	136	136
poprock	132	132	132
world	124	124	124
lounge	110	110	110
funk	96	96	96
newage	95	95	95
trance	93	93	93
instrumentalpop	92	92	92
popfolk	92	92	92
rap	92	92	92
atmospheric	89	89	89
progressive	83	83	83
reggae	81	81	81
blues	80	80	80
punkrock	78	78	78
orchestral	76	76	76
triphop	64	64	64
downtempo	55	55	55
instrumentalrock	51	51	51
industrial	50	50	50
psychedelic	49	49	49
latin	48	48	48
rnb	47	47	47
dubstep	46	46	46
fusion	44	44	44
singersongwriter	43	43	43
electropop	41	41	41
minimal	41	41	41
postrock	40	40	40
hardrock	37	37	37
symphonic	37	37	37
drumnbass	36	36	36
breakbeat	34	34	34
club	34	34	34
ethno	34	34	34
disco	33	33	33
dub	30	30	30
grunge	30	30	30
improvisation	30	30	30
electronica	27	27	27
idm	26	26	26
darkwave	25	25	25
rocknroll	24	24	24
soul	24	24	24
synthpop	24	24	24
deephouse	23	23	23
heavymetal	23	23	23
classicrock	22	22	22
contemporary	22	22	22
darkambient	22	22	22
90s	21	21	21
country	21	21	21
80s	20	20	20
chanson	20	20	20
ska	19	19	19
acidjazz	18	18	18
eurodance	18	18	18
gothic	17	17	17
hard	17	17	17
newwave	17	17	17
jazzfunk	16	16	16
alternativerock	15	15	15
celtic	15	15	15
edm	15	15	15
worldfusion	15	15	15
swing	14	14	14
ethnicrock	13	13	13
groove	13	13	13
60s	12	12	12
african	11	11	11
bluesrock	11	11	11
bossanova	11	11	11
medieval	11	11	11
oriental	11	11	11
tribal	11	11	11
70s	9	9	9
jazzfusion	7	7	7
choir	3	3	3
