tag	artists	albums	tracks
synthesizer	387	387	387
piano	378	378	378
bass	370	370	370
drums	354	354	354
electricguitar	303	303	303
guitar	290	290	290
acousticguitar	127	127	127
computer	126	126	126
keyboard	109	109	109
voice	107	107	107
drummachine	92	92	92
violin	78	78	78
sampler	65	65	65
electricpiano	53	53	53
cello	51	51	51
strings	48	48	48
saxophone	42	42	42
percussion	33	33	33
beat	30	30	30
trumpet	28	28	28
doublebass	27	27	27
flute	27	27	27
orchestra	27	27	27
accordion	23	23	23
classicalguitar	23	23	23
harmonica	19	19	19
viola	19	19	19
harp	18	18	18
acousticbassguitar	17	17	17
bell	16	16	16
horn	14	14	14
trombone	14	14	14
brass	12	12	12
clarinet	12	12	12
pad	12	12	12
rhodes	12	12	12
ukulele	12	12	12
bongo	10	10	10
oboe	9	9	9
pipeorgan	9	9	9
organ	3	3	3
