tag	artists	albums	tracks
electronic	546	546	546
rock	338	338	338
ambient	296	296	296
pop	263	263	263
soundtrack	247	247	247
classical	172	172	172
alternative	143	143	143
hiphop	141	141	141
experimental	137	137	137
easylistening	113	113	113
dance	110	110	110
indie	107	107	107
chillout	106	106	106
funk	100	100	100
popfolk	95	95	95
rap	93	93	93
folk	92	92	92
trance	90	90	90
jazz	88	88	88
world	83	83	83
orchestral	81	81	81
atmospheric	80	80	80
poprock	80	80	80
reggae	78	78	78
techno	78	78	78
blues	77	77	77
punkrock	76	76	76
lounge	76	76	76
progressive	75	75	75
house	73	73	73
metal	72	72	72
triphop	69	69	69
newage	68	68	68
instrumentalrock	66	66	66
psychedelic	60	60	60
downtempo	60	60	60
industrial	49	49	49
rnb	48	48	48
latin	45	45	45
electropop	44	44	44
singersongwriter	44	44	44
hardrock	41	41	41
postrock	40	40	40
minimal	39	39	39
dubstep	37	37	37
symphonic	36	36	36
drumnbass	35	35	35
grunge	34	34	34
disco	33	33	33
fusion	32	32	32
improvisation	32	32	32
rocknroll	32	32	32
club	31	31	31
dub	30	30	30
contemporary	27	27	27
ethno	27	27	27
instrumentalpop	27	27	27
electronica	26	26	26
soul	26	26	26
breakbeat	25	25	25
darkwave	24	24	24
idm	23	23	23
synthpop	23	23	23
alternativerock	22	22	22
chanson	22	22	22
country	21	21	21
classicrock	20	20	20
ska	20	20	20
